2016-06-18_03:33:00 1466213580 0x3 14;2,1,0,a,1,2,1,1,1,0,2,2,2,1,1,2,2,3,0,4,1,1,5,0,1-1628,b17-0:0/0;0:0/0;0:0/0;1:4/6b;0:0/0;0:0/0;0:0/0;0:0/0;0:0/0;0:0/0
2016-06-18_03:35:00 1466213700 0x3 15;1,1,2,1,1,1,1,1,2,2,4,2,2,2,1,1,1,0,1,1,1,2,2,0,2-1630,b10-0:0/0;0:0/0;0:0/0;1:4/6b;0:0/0;0:0/0;0:0/0;0:0/0;0:0/0;0:0/0
2016-06-18_03:37:00 1466213820 0x3 16;1,0,2,1,1,1,2,0,2,1,4,1,1,0,2,2,1,1,0,3,1,1,0,2,0-1638,b0a-0:0/0;0:0/0;0:0/0;1:4/6b;0:0/0;0:0/0;0:0/0;0:0/0;0:0/0;0:0/0
2016-06-18_03:39:00 1466213940 0x3 17;2,2,2,2,2,1,1,2,1,1,1,4,2,1,2,3,5,1,1,1,2,1,0,1,2-163e,b02-0:0/0;0:0/0;0:0/0;1:4/6c;0:0/0;0:0/0;0:0/0;0:0/0;0:0/0;0:0/0
2016-06-18_03:41:00 1466214060 0x3 18;2,1,0,2,2,1,1,1,1,3,2,2,1,0,3,0,1,1,0,1,1,0,0,1,2-1642,af6-0:0/0;0:0/0;0:0/0;1:4/6b;0:0/0;0:0/0;0:0/0;0:0/0;0:0/0;0:0/0
2016-06-18_03:43:00 1466214180 0x3 19;2,2,1,1,1,1,1,1,0,0,0,2,2,1,1,1,0,4,3,1,2,1,1,2,1-1647,ae9-0:0/0;0:0/0;0:0/0;1:4/6c;0:0/0;0:0/0;0:0/0;0:0/0;0:0/0;0:0/0
2016-06-18_03:45:00 1466214300 0x3 20;2,4,1,1,1,1,2,1,2,1,3,1,2,1,2,0,2,1,1,1,1,1,2,1,1-164c,ad7-0:0/0;0:0/0;0:0/0;1:4/6b;0:0/0;0:0/0;0:0/0;0:0/0;0:0/0;0:0/0
2016-06-18_03:47:00 1466214420 0x3 21;0,2,2,2,1,0,1,2,1,0,1,2,1,1,1,2,2,0,1,2,1,4,3,2,0-1650,ac4-0:0/0;0:0/0;0:0/0;1:4/6c;0:0/0;0:0/0;0:0/0;0:0/0;0:0/0;0:0/0
2016-06-18_03:49:00 1466214540 0x3 22;1,4,1,2,1,3,2,1,1,2,1,2,1,2,2,1,1,1,1,1,1,1,0,1,1-1654,aad-0:0/0;0:0/0;0:0/0;1:4/6c;0:0/0;0:0/0;0:0/0;0:0/0;0:0/0;0:0/0
2016-06-18_03:51:00 1466214660 0x3 23;1,1,2,4,5,0,0,0,0,1,1,2,1,1,1,1,1,1,1,1,0,1,0,1,3-1656,a92-0:0/0;0:0/0;0:0/0;1:4/6b;0:0/0;0:0/0;0:0/0;0:0/0;0:0/0;0:0/0
2016-06-18_03:53:00 1466214780 0x3 24;2,0,0,2,2,2,1,1,0,2,2,8,2,1,3,0,0,0,0,1,1,1,0,1,0-1658,a7c-0:0/0;0:0/0;0:0/0;1:4/6c;0:0/0;0:0/0;0:0/0;0:0/0;0:0/0;0:0/0
2016-06-18_03:55:00 1466214900 0x3 25;1,0,5,0,1,2,0,1,3,1,1,1,9,0,0,1,0,2,0,2,1,2,2,3,1-165b,a69-0:0/0;0:0/0;0:0/0;1:4/6a;0:0/0;0:0/0;0:0/0;0:0/0;0:0/0;0:0/0
2016-06-18_03:57:00 1466215020 0x3 26;3,1,6,2,0,1,1,0,2,4,1,1,0,0,1,0,2,1,1,2,1,1,2,1,0-165e,a5c-0:0/0;0:0/0;0:0/0;1:4/6c;0:0/0;0:0/0;0:0/0;0:0/0;0:0/0;0:0/0
2016-06-18_03:59:00 1466215140 0x3 27;2,1,1,4,1,7,0,2,5,1,1,1,2,1,0,2,0,5,2,1,0,2,6,0,5-165f,a51-0:0/0;0:0/0;0:0/0;1:4/6b;0:0/0;0:0/0;0:0/0;0:0/0;0:0/0;0:0/0
2016-06-18_04:01:00 1466215260 0x3 28;2,1,0,4,7,1,1,0,0,5,0,0,0,1,1,0,1,2,0,3,0,0,4,4,0-1660,a4a-0:0/0;0:0/0;0:0/0;1:4/6a;0:0/0;0:0/0;0:0/0;0:0/0;0:0/0;0:0/0
