2016-05-04_14:00:54 1462363254 0x8 335;43b,43c,439,438,446,44c,449,453,456,454,458,450,45f,454,44d,44a,451,456,446,43a,442,443,43f,440,443-2044,2a8-0:0/0;0:0/0;0:de/6b;0:dc/6a;0:0/0;0:0/0;0:2/6b;0:0/0;0:0/0;0:0/0
2016-05-04_14:02:54 1462363374 0x8 336;43d,43e,43d,43f,43f,444,43f,436,43d,43b,43e,43e,43b,43e,43e,440,440,440,440,439,43e,43e,43e,43d,440-207c,2a1-0:0/0;0:0/0;0:de/6b;0:dc/6a;0:0/0;0:0/0;0:2/6b;0:0/0;0:0/0;0:0/0
2016-05-04_14:04:54 1462363494 0x8 337;443,444,441,440,444,443,440,444,443,444,446,443,443,445,445,443,441,447,445,44a,445,446,445,447,444-209b,29c-0:0/0;0:0/0;0:df/69;0:dd/6b;0:0/0;0:0/0;0:0/6b;0:0/0;0:0/0;0:0/0
2016-05-04_14:06:54 1462363614 0x8 338;389,38b,38b,388,389,388,387,389,387,386,389,388,389,387,388,388,38a,388,387,389,389,389,389,38c,386-20af,298-0:0/0;0:0/0;0:de/6b;0:dd/66;0:0/0;0:0/0;0:0/6b;0:0/0;0:0/0;0:0/0
2016-05-04_14:08:54 1462363734 0x8 339;443,442,442,441,444,442,446,445,43d,43a,440,445,443,441,447,443,442,444,442,440,444,445,443,444,443-2030,2a2-0:0/0;0:0/0;0:df/6b;0:dd/69;0:0/0;0:0/0;0:2/6c;0:0/0;0:0/0;0:0/0
2016-05-04_14:10:54 1462363854 0x8 340;445,444,441,443,444,447,444,43f,442,444,446,445,440,442,444,444,442,442,445,444,443,446,443,445,441-2028,2aa-0:0/0;0:0/0;0:df/69;0:dd/6a;0:0/0;0:0/0;0:1/6c;0:0/0;0:0/0;0:0/0
2016-05-04_14:12:54 1462363974 0x8 341;44b,448,44a,44a,44d,448,449,447,449,44a,447,448,447,447,448,447,444,449,448,44a,44b,448,446,447,447-203b,2aa-0:0/0;0:0/0;0:de/6b;0:dd/6a;0:0/0;0:0/0;0:1/6c;0:0/0;0:0/0;0:0/0
2016-05-04_14:14:54 1462364094 0x8 342;450,44f,450,45a,455,455,454,454,453,459,44e,44e,44f,44f,44e,44f,44e,452,452,450,452,451,454,454,455-203a,2aa-0:0/0;0:0/0;0:de/6b;0:dd/6b;0:0/0;0:0/0;0:2/6b;0:0/0;0:0/0;0:0/0
2016-05-04_14:16:54 1462364214 0x8 343;454,453,452,452,453,452,452,454,451,453,454,453,453,452,452,453,453,44e,452,451,453,453,453,452,451-2034,2ab-0:0/0;0:0/0;0:df/6a;0:dc/6b;0:0/0;0:0/0;0:2/6b;0:0/0;0:0/0;0:0/0
2016-05-04_14:18:54 1462364334 0x8 344;454,44f,453,455,453,454,453,454,454,454,450,452,453,451,451,456,453,457,456,455,454,455,457,456,453-2032,2b0-0:0/0;0:0/0;0:de/69;0:dc/6b;0:0/0;0:0/0;0:2/6c;0:0/0;0:0/0;0:0/0
2016-05-04_14:20:54 1462364454 0x8 345;45b,459,457,455,45a,457,456,458,458,457,456,455,458,458,457,455,456,456,456,455,455,457,44f,455,454-2041,2b2-0:0/0;0:0/0;0:de/6a;0:dc/6a;0:0/0;0:0/0;0:2/6c;0:0/0;0:0/0;0:0/0
2016-05-04_14:22:54 1462364574 0x8 346;453,457,455,452,454,456,454,455,456,456,455,453,456,45d,459,457,457,456,454,456,459,457,454,455,45a-2050,2b2-0:0/0;0:0/0;0:de/6a;0:dd/6a;0:0/0;0:0/0;0:1/6c;0:0/0;0:0/0;0:0/0
2016-05-04_14:24:54 1462364694 0x8 347;45a,455,45b,462,45c,45f,45b,45d,463,45e,45a,463,45b,459,45c,45c,45e,45b,459,458,458,45a,45b,45f,459-2045,2b2-0:0/0;0:0/0;0:de/6b;0:dd/6b;0:0/0;0:0/0;0:1/6b;0:0/0;0:0/0;0:0/0
2016-05-04_14:26:54 1462364814 0x8 348;45c,45c,45c,45c,45d,45e,45c,45b,458,45d,45c,45c,45c,45c,464,462,45c,45e,45c,45c,45c,45b,45e,45a,45d-203b,2b5-0:0/0;0:0/0;0:de/6a;0:dc/6a;0:0/0;0:0/0;0:2/6b;0:0/0;0:0/0;0:0/0
2016-05-04_14:28:54 1462364934 0x8 349;466,464,461,460,464,462,461,469,462,461,463,461,45e,460,464,463,462,462,462,462,460,461,462,462,462-2050,2b5-0:0/0;0:0/0;0:de/68;0:dd/6b;0:0/0;0:0/0;0:1/6c;0:0/0;0:0/0;0:0/0
2016-05-04_14:30:54 1462365054 0x8 350;465,45f,465,469,465,462,46e,463,465,463,465,465,463,465,464,466,466,45c,464,465,465,461,466,466,467-2069,2b0-0:0/0;0:0/0;0:de/6b;0:dd/6a;0:0/0;0:0/0;0:1/6c;0:0/0;0:0/0;0:0/0
2016-05-04_14:32:54 1462365174 0x8 351;468,469,468,467,467,469,469,469,468,468,468,468,46b,466,469,469,468,468,468,466,468,46a,468,469,467-207c,2b0-0:0/0;0:0/0;0:df/6b;0:dd/6a;0:0/0;0:0/0;0:1/6b;0:0/0;0:0/0;0:0/0
2016-05-04_14:34:54 1462365294 0x8 352;464,461,465,465,462,461,462,463,463,462,464,464,462,460,464,469,462,463,466,463,462,463,465,465,463-20aa,2aa-0:0/0;0:0/0;0:de/6b;0:dd/6b;0:0/0;0:0/0;0:1/6c;0:0/0;0:0/0;0:0/0
2016-05-04_14:36:54 1462365414 0x8 353;320,320,31f,31e,321,31f,31e,31d,31e,320,31f,31f,31d,31f,31d,31f,31e,31e,31f,31f,320,31e,31c,322,31b-207d,2a0-0:0/0;0:0/0;0:de/6b;0:dd/6a;0:0/0;0:0/0;0:0/6c;0:0/0;0:0/0;0:0/0
2016-05-04_14:38:54 1462365534 0x8 354;38d,38c,389,38d,38d,38d,38d,38d,38a,38e,38f,38f,38e,38f,38f,38e,38f,391,38f,38c,391,390,391,392,391-1f9b,2ac-0:0/0;0:0/0;0:df/6a;0:de/6b;0:0/0;0:0/0;0:2/6b;0:0/0;0:0/0;0:0/0
2016-05-04_14:40:54 1462365654 0x8 355;391,38f,38f,390,390,38f,38d,38c,38e,390,38d,393,38f,38f,38f,38d,38d,38e,38e,38f,38d,38c,38d,38d,38d-1f21,2c3-0:0/0;0:0/0;0:e0/6a;0:de/68;0:0/0;0:0/0;0:3/6c;0:0/0;0:0/0;0:0/0
2016-05-04_14:42:54 1462365774 0x8 356;485,48b,488,489,488,487,488,488,488,487,48b,486,486,488,487,487,487,485,485,489,488,48a,488,48b,488-1ec1,2d0-0:0/0;0:0/0;0:df/6b;0:de/6c;0:0/0;0:0/0;0:4/6c;0:0/0;0:0/0;0:0/0
2016-05-04_14:44:54 1462365894 0x8 357;482,485,480,47f,483,482,481,481,482,481,482,482,484,480,481,483,47f,482,481,487,485,483,482,484,484-1ec8,2ce-0:0/0;0:0/0;0:e0/6a;0:de/6b;0:0/0;0:0/0;0:3/6c;0:0/0;0:0/0;0:0/0
2016-05-04_14:46:54 1462366014 0x8 358;482,482,481,482,481,480,480,481,481,482,482,480,481,481,482,486,481,481,481,480,481,481,47e,480,484-1efd,2ca-0:0/0;0:0/0;0:df/6b;0:df/68;0:0/0;0:0/0;0:3/6b;0:0/0;0:0/0;0:0/0
2016-05-04_14:48:54 1462366134 0x8 359;47c,47f,47b,47b,479,47a,482,47e,477,47e,47f,47b,47e,481,480,482,47f,47f,480,480,481,47e,47e,481,47e-1f41,2bf-0:0/0;0:0/0;0:df/6b;0:de/6b;0:0/0;0:0/0;0:2/6b;0:0/0;0:0/0;0:0/0
2016-05-04_14:50:54 1462366254 0x8 360;487,489,484,484,487,481,487,484,481,485,47f,488,487,489,489,487,486,488,480,485,485,484,48d,485,485-1f80,2b4-0:0/0;0:0/0;0:df/6b;0:df/67;0:0/0;0:0/0;0:3/6c;0:0/0;0:0/0;0:0/0
2016-05-04_14:52:54 1462366374 0x8 361;479,479,47a,47a,47a,47a,476,479,47b,479,479,47a,47a,479,47b,471,479,478,47a,476,47b,479,479,47a,47b-1fc8,2ac-0:0/0;0:0/0;0:df/6b;0:dd/69;0:0/0;0:0/0;0:2/6c;0:0/0;0:0/0;0:0/0
2016-05-04_14:54:54 1462366494 0x8 362;474,473,476,473,473,473,473,472,472,473,475,473,473,476,474,473,474,473,472,46f,473,470,473,473,474-2017,2a4-0:0/0;0:0/0;0:de/6a;0:dd/6b;0:0/0;0:0/0;0:0/6c;0:0/0;0:0/0;0:0/0
2016-05-04_14:56:54 1462366614 0x8 363;474,473,474,472,475,473,474,472,474,46f,473,474,473,472,474,473,473,474,472,474,473,472,474,474,472-205a,29c-0:0/0;0:0/0;0:df/6a;0:dd/6a;0:0/0;0:0/0;0:1/6b;0:0/0;0:0/0;0:0/0
2016-05-04_14:58:54 1462366734 0x8 364;470,471,474,471,471,472,471,471,473,471,472,471,471,46d,471,472,471,471,46f,472,471,46f,471,470,473-208c,292-0:0/0;0:0/0;0:df/6b;0:de/6c;0:0/0;0:0/0;0:0/69;0:0/0;0:0/0;0:0/0
2016-05-04_15:00:54 1462366854 0x8 365;474,472,477,479,471,471,472,471,471,46a,471,472,471,472,472,474,474,472,472,474,471,471,473,46f,471-20a7,28c-0:0/0;0:0/0;0:de/68;0:da/58;0:0/0;0:0/0;0:0/6a;0:0/0;0:0/0;0:0/0
2016-05-04_15:02:54 1462366974 0x8 366;46b,468,46a,46c,469,469,46a,469,46a,46b,46e,46e,46f,471,46f,471,470,46f,46c,46b,46b,46d,46e,46f,471-20ba,28a-0:0/0;0:0/0;0:df/6a;0:de/6b;0:0/0;0:0/0;0:0/6c;0:0/0;0:0/0;0:0/0
2016-05-04_15:04:54 1462367094 0x8 367;465,469,468,469,469,468,468,468,468,469,468,467,469,46a,467,469,469,469,46a,468,469,467,468,468,469-20c8,28a-0:0/0;0:0/0;0:de/69;0:df/6b;0:0/0;0:0/0;0:0/6c;0:0/0;0:0/0;0:0/0
2016-05-04_15:06:54 1462367214 0x8 368;46d,46f,46d,46c,46d,46e,46d,470,46c,46a,468,46f,477,477,471,46d,471,473,46f,46f,46b,46c,46e,46f,46d-20d5,286-0:0/0;0:0/0;0:df/6b;0:dd/6b;0:0/0;0:0/0;0:0/6c;0:0/0;0:0/0;0:0/0
2016-05-04_15:08:54 1462367334 0x8 369;46f,470,46f,470,46e,46b,471,46f,475,46e,46f,46f,46d,46f,46b,46d,46f,46d,46d,46d,468,469,46c,46c,46e-20b0,284-0:0/0;0:0/0;0:df/6a;0:de/6b;0:0/0;0:0/0;0:0/6c;0:0/0;0:0/0;0:0/0
2016-05-04_15:10:54 1462367454 0x8 370;472,472,472,471,473,47b,46f,472,473,472,475,474,470,471,470,472,472,470,473,475,471,471,473,471,470-2087,288-0:0/0;0:0/0;0:df/6b;0:de/6b;0:0/0;0:0/0;0:0/6c;0:0/0;0:0/0;0:0/0
2016-05-04_15:12:54 1462367574 0x8 371;357,357,359,358,357,358,359,359,35a,35b,358,35b,35d,35e,35f,35f,35f,361,361,361,35d,362,360,363,368-1fca,292-0:0/0;0:0/0;0:df/6c;0:de/6b;0:0/0;0:0/0;0:2/6b;0:0/0;0:0/0;0:0/0
2016-05-04_15:14:54 1462367694 0x8 372;485,47f,484,483,482,482,481,482,482,485,486,483,484,484,484,484,485,487,487,484,483,482,485,487,484-1f72,2aa-0:0/0;0:0/0;0:df/69;0:de/6b;0:0/0;0:0/0;0:3/6b;0:0/0;0:0/0;0:0/0
2016-05-04_15:16:54 1462367814 0x8 373;47e,47f,480,47e,47e,47f,480,47f,481,481,481,47f,480,482,488,47f,47c,480,483,47e,47d,480,47c,47f,47d-1f9a,2a8-0:0/0;0:0/0;0:de/68;0:df/69;0:0/0;0:0/0;0:2/6c;0:0/0;0:0/0;0:0/0
2016-05-04_15:18:54 1462367934 0x8 374;47d,47a,47a,47b,479,478,479,47b,47e,478,479,47b,47a,47c,47a,47d,47a,478,47b,47b,47b,47a,47e,47a,47a-1fbc,2a3-0:0/0;0:0/0;0:df/6a;0:de/6c;0:0/0;0:0/0;0:2/6b;0:0/0;0:0/0;0:0/0
2016-05-04_15:20:54 1462368054 0x8 375;473,473,471,470,471,473,46e,46f,474,46f,471,473,472,472,472,471,470,471,475,474,470,473,474,473,472-1fbc,2a2-0:0/0;0:0/0;0:df/69;0:de/6b;0:0/0;0:0/0;0:1/6a;0:0/0;0:0/0;0:0/0
2016-05-04_15:22:54 1462368174 0x8 376;475,478,473,475,475,46f,478,473,474,475,472,475,473,474,473,471,476,472,479,474,479,474,471,478,474-1fb8,2a7-0:0/0;0:0/0;0:e0/68;0:de/6c;0:0/0;0:0/0;0:2/6b;0:0/0;0:0/0;0:0/0
