2016-06-25_03:05:29 1466816729 0x1; 2 rTX 0
2016-06-25_03:05:29 1466816729 0x1; 2 rTX 1
2016-06-25_03:05:29 1466816729 0x1; 2 rTX 2
2016-06-25_03:05:29 1466816729 0x1; 2 rTX 3
2016-06-25_03:05:29 1466816729 0x1; 2 rTX 4
2016-06-25_03:05:29 1466816729 0x1; 2 rTX 5
2016-06-25_03:05:30 1466816730 0x1; 2 rTX 6
2016-06-25_03:05:31 1466816731 0x1; 2 rTX 7
2016-06-25_03:05:32 1466816732 0x1; 2 rTX 8
2016-06-25_03:05:36 1466816736 0x1; 2 rTX 9
2016-06-25_03:05:42 1466816742 0x1; 2 rTX 10
2016-06-25_03:05:53 1466816753 0x1; 2 rTXERR
2016-06-25_03:07:29 1466816849 0x1; 3 rTX 0
2016-06-25_03:07:29 1466816849 0x1; 3 rTX 1
2016-06-25_03:07:29 1466816849 0x1; 3 rTX 2
2016-06-25_03:07:29 1466816849 0x1; 3 rTX 3
2016-06-25_03:07:29 1466816849 0x1; 3 rTX 4
2016-06-25_03:07:29 1466816849 0x1; 3 rTX 5
2016-06-25_03:07:30 1466816850 0x1; 3 rTX 6
2016-06-25_03:07:30 1466816850 0x1; 3 rTX 7
2016-06-25_03:07:32 1466816852 0x1; 3 rTX 8
2016-06-25_03:07:35 1466816855 0x1; 3 rTX 9
2016-06-25_03:07:41 1466816861 0x1; 3 rTX 10
2016-06-25_03:07:50 1466816870 0x1; 3 rTXERR
2016-06-25_03:09:29 1466816969 0x1; 4 rTX 0
2016-06-25_03:09:29 1466816969 0x1; 4 rTX 1
2016-06-25_03:09:29 1466816969 0x1; 4 rTX 2
2016-06-25_03:09:29 1466816969 0x1; 4 rTX 3
2016-06-25_03:09:29 1466816969 0x1; 4 rTX 4
2016-06-25_03:09:30 1466816970 0x1; 4 rTX 5
2016-06-25_03:09:30 1466816970 0x1; 4 rTX 6
2016-06-25_03:09:31 1466816971 0x1; 4 rTX 7
2016-06-25_03:09:33 1466816973 0x1; 4 rTX 8
2016-06-25_03:09:36 1466816976 0x1; 4 rTX 9
2016-06-25_03:09:42 1466816982 0x1; 4 rTX 10
2016-06-25_03:09:58 1466816998 0x1; 4 rTXERR
2016-06-25_03:11:29 1466817089 0x1; 5 rTX 0
2016-06-25_03:11:29 1466817089 0x1; 5 rTX 1
2016-06-25_03:11:29 1466817089 0x1; 5 rTX 2
2016-06-25_03:11:29 1466817089 0x1; 5 rTX 3
2016-06-25_03:11:29 1466817089 0x1; 5 rTX 4
2016-06-25_03:11:30 1466817090 0x1; 5 rTX 5
2016-06-25_03:11:30 1466817090 0x1; 5 rTX 6
2016-06-25_03:11:31 1466817091 0x1; 5 rTX 7
2016-06-25_03:11:33 1466817093 0x1; 5 rTX 8
2016-06-25_03:11:35 1466817095 0x1; 5 rTX 9
2016-06-25_03:11:39 1466817099 0x1; 5 rTX 10
2016-06-25_03:11:51 1466817111 0x1; 5 rTXERR
2016-06-25_03:13:29 1466817209 0x1; 6 rTX 0
2016-06-25_03:13:29 1466817209 0x1; 6 rTX 1
2016-06-25_03:13:29 1466817209 0x1; 6 rTX 2
2016-06-25_03:13:29 1466817209 0x1; 6 rTX 3
2016-06-25_03:13:29 1466817209 0x1; 6 rTX 4
2016-06-25_03:13:30 1466817210 0x1; 6 rTX 5
2016-06-25_03:13:30 1466817210 0x1; 6 rTX 6
2016-06-25_03:13:31 1466817211 0x1; 6 rTX 7
2016-06-25_03:13:32 1466817212 0x1; 6 rTX 8
2016-06-25_03:13:36 1466817216 0x1; 6 rTX 9
2016-06-25_03:13:43 1466817223 0x1; 6 rTX 10
2016-06-25_03:13:51 1466817231 0x1; 6 rTXERR
2016-06-25_03:15:29 1466817329 0x1; 7 rTX 0
2016-06-25_03:15:29 1466817329 0x1; 7 rTX 1
2016-06-25_03:15:29 1466817329 0x1; 7 rTX 2
2016-06-25_03:15:29 1466817329 0x1; 7 rTX 3
2016-06-25_03:15:29 1466817329 0x1; 7 rTX 4
2016-06-25_03:15:29 1466817329 0x1; 7 rTX 5
2016-06-25_03:15:30 1466817330 0x1; 7 rTX 6
2016-06-25_03:15:31 1466817331 0x1; 7 rTX 7
2016-06-25_03:15:32 1466817332 0x1; 7 rTX 8
2016-06-25_03:15:36 1466817336 0x1; 7 rTX 9
2016-06-25_03:15:41 1466817341 0x1; 7 rTX 10
2016-06-25_03:15:56 1466817356 0x1; 7 rTXERR
2016-06-25_03:17:29 1466817449 0x1; 8 rTX 0
2016-06-25_03:17:29 1466817449 0x1; 8 rTX 1
2016-06-25_03:17:29 1466817449 0x1; 8 rTX 2
2016-06-25_03:17:29 1466817449 0x1; 8 rTX 3
