2016-04-19_00:00:59 1461016859 0x9 21;2,3,3,3,3,2,3,1,2,2,2,3,1,1,5,2,0,2,2,2,1,0,2,2,3-1268,abd-3:d9/66;3:db/6a;0:0/0;0:0/0;3:db/6a;3:de/6b;0:0/0;0:0/0;0:0/0;2:da/6c
2016-04-19_00:02:59 1461016979 0x9 22;3,3,2,1,3,2,2,3,3,3,1,3,2,2,2,2,2,1,3,2,2,3,1,2,2-1264,ab3-4:d9/66;4:db/6a;0:0/0;0:0/0;4:db/6a;4:de/6b;0:0/0;0:0/0;0:0/0;2:db/6a
2016-04-19_00:04:59 1461017099 0x9 23;0,3,2,3,2,2,3,2,3,2,2,2,3,5,2,0,2,5,4,2,0,2,2,3,2-1260,aaa-1:d8/68;1:db/6b;0:0/0;0:0/0;1:dc/6a;1:df/6c;0:0/0;0:0/0;0:0/0;2:db/6c
2016-04-19_00:06:59 1461017219 0x9 24;2,2,3,2,2,2,2,3,2,0,3,2,0,2,2,1,2,2,2,2,3,1,2,0,7-1262,aa4-1:d9/69;1:db/69;0:0/0;0:0/0;1:db/69;1:df/6b;0:0/0;0:0/0;0:0/0;2:db/6c
2016-04-19_00:08:59 1461017339 0x9 25;2,2,3,2,3,3,3,2,3,1,2,2,2,4,5,2,2,3,1,1,2,4,0,2,2-1260,a9d-1:d9/67;1:db/6a;0:0/0;0:0/0;1:db/6a;1:df/6c;0:0/0;0:0/0;0:0/0;2:db/6a
2016-04-19_00:10:59 1461017459 0x9 26;2,2,6,2,4,2,3,2,2,2,2,2,1,3,1,2,3,1,2,2,2,2,0,2,2-125e,a97-1:d9/69;1:db/6a;0:0/0;0:0/0;1:db/69;1:df/6c;0:0/0;0:0/0;0:0/0;2:db/6c
2016-04-19_00:12:59 1461017579 0x9 27;1,3,2,3,3,2,0,0,0,4,2,2,3,1,2,5,2,2,2,1,3,6,3,2,4-125b,a90-1:d8/68;1:db/6b;0:0/0;0:0/0;1:db/69;1:df/6b;0:0/0;0:0/0;0:0/0;2:db/6b
2016-04-19_00:14:59 1461017699 0x9 28;2,2,3,2,3,2,3,a,2,2,6,1,2,1,2,3,3,2,0,2,3,0,2,3,4-125b,a8b-1:da/69;1:db/6a;0:0/0;0:0/0;1:db/69;1:df/6b;0:0/0;0:0/0;0:0/0;2:da/6b
2016-04-19_00:16:59 1461017819 0x9 29;2,3,2,2,2,2,9,2,2,5,1,2,2,2,2,2,3,2,3,5,2,2,2,3,2-1260,a88-1:da/6a;1:db/6a;0:0/0;0:0/0;1:db/68;1:df/6a;0:0/0;0:0/0;0:0/0;2:db/6b
2016-04-19_00:18:59 1461017939 0x9 30;2,2,3,3,2,3,3,2,0,2,2,3,2,2,2,2,3,2,3,0,6,1,6,2,2-1260,a85-1:da/66;1:db/6b;0:0/0;0:0/0;1:db/6a;1:de/6c;0:0/0;0:0/0;0:0/0;2:db/6a
2016-04-19_00:20:59 1461018059 0x9 31;0,1,3,2,3,2,2,2,1,0,2,1,2,2,2,0,6,2,2,2,1,2,3,4,2-1260,a80-1:da/68;1:db/6b;0:0/0;0:0/0;1:db/69;1:df/6b;0:0/0;0:0/0;0:0/0;2:db/6b
2016-04-19_00:22:59 1461018179 0x9 32;2,2,2,2,2,1,2,1,2,2,3,0,2,2,3,2,2,3,2,3,3,0,4,1,2-125c,a7c-1:d8/68;1:db/6a;0:0/0;0:0/0;1:dc/6b;1:df/6a;0:0/0;0:0/0;0:0/0;2:db/6a
2016-04-19_00:24:59 1461018299 0x9 33;2,2,3,1,2,3,3,2,2,2,3,2,2,3,2,3,2,1,2,2,3,3,2,3,5-1256,a77-1:d9/66;1:db/6a;0:0/0;0:0/0;1:db/6a;1:df/6b;0:0/0;0:0/0;0:0/0;2:db/6c
2016-04-19_00:26:59 1461018419 0x9 34;2,2,9,0,5,2,2,2,4,2,3,3,0,2,2,3,1,2,2,2,2,2,2,3,2-1255,a73-1:da/6b;1:db/6c;0:0/0;0:0/0;1:da/68;1:df/6a;0:0/0;0:0/0;0:0/0;2:db/6b
2016-04-19_00:28:59 1461018539 0x9 35;0,2,0,3,0,0,0,2,2,2,3,2,2,4,2,0,2,3,2,3,3,2,2,1,3-1254,a6f-1:da/69;1:db/69;0:0/0;0:0/0;1:db/68;1:df/6c;0:0/0;0:0/0;0:0/0;2:db/64
2016-04-19_00:30:59 1461018659 0x9 36;2,2,2,3,2,2,2,3,3,2,2,4,0,3,2,2,2,3,2,2,2,4,3,4,2-1254,a6c-1:d9/65;1:db/69;0:0/0;0:0/0;1:db/6a;1:df/6b;0:0/0;0:0/0;0:0/0;2:db/6c
2016-04-19_00:32:59 1461018779 0x9 37;3,2,2,2,1,a,5,2,2,2,3,2,3,2,2,1,0,3,2,3,3,3,3,2,3-1256,a69-1:d9/69;1:da/69;0:0/0;0:0/0;1:db/67;1:df/6c;0:0/0;0:0/0;0:0/0;2:db/6c
2016-04-19_00:34:59 1461018899 0x9 38;2,3,0,3,1,5,3,8,3,2,3,3,2,1,2,2,4,2,3,2,5,0,3,2,2-1254,a67-1:d9/69;1:db/69;0:0/0;0:0/0;1:db/6b;1:df/6b;0:0/0;0:0/0;0:0/0;2:db/6b
2016-04-19_00:36:59 1461019019 0x9 39;3,3,3,3,3,1,2,2,5,2,3,3,3,2,3,2,4,2,2,2,4,3,2,3,2-1250,a63-1:d9/69;1:db/69;0:0/0;0:0/0;1:db/6b;1:df/6b;0:0/0;0:0/0;0:0/0;2:db/6a
