2016-06-22_03:05:22 1466557522 0x9, 6 1 2.03 1.84-0.73
2016-06-22_03:07:22 1466557642 0x9, 6 2 2.07 2.40 1.01
2016-06-22_03:09:22 1466557762 0x9, 6 3 2.00 2.40 1.29
2016-06-22_03:11:22 1466557882 0x9, 6 4 1.76 2.00 0.90
2016-06-22_03:13:22 1466558002 0x9, 6 5 1.60 2.35 2.75
2016-06-22_03:14:20 1466558060 0x9, A 1 1.84 2.44 1.99
2016-06-22_03:15:22 1466558122 0x9, 6 6 1.84 1.91 0.30
2016-06-22_03:17:22 1466558242 0x9, 6 7 2.16 2.35 0.62
2016-06-22_03:18:20 1466558300 0x9, A 7 1.88 1.87-0.00
2016-06-22_03:20:20 1466558420 0x9, A 8 1.76 2.44 2.31
2016-06-22_03:24:20 1466558660 0x9, A 10 1.72 2.12 1.48
2016-06-22_03:25:24 1466558724 0x9, 6 11 1.91 2.64 2.25
2016-06-22_03:26:20 1466558780 0x9, A 11 1.64 2.00 1.40
2016-06-22_03:27:25 1466558845 0x9, 6 12 2.40 2.16-0.74
2016-06-22_03:29:24 1466558964 0x9, 6 13 1.32 2.00 2.94
2016-06-22_03:30:20 1466559020 0x9, A 13 1.88 2.27 1.36
2016-06-22_03:31:24 1466559084 0x9, 6 14 1.88 2.27 1.36
2016-06-22_03:32:20 1466559140 0x9, A 14 1.96 2.31 1.19
2016-06-22_03:33:24 1466559204 0x9, 6 15 2.11 2.00-0.41
2016-06-22_03:35:24 1466559324 0x9, 6 16 1.88 2.20 1.11
2016-06-22_03:36:20 1466559380 0x9, A 16 1.52 2.39 3.23
2016-06-22_03:37:24 1466559444 0x9, 6 17 1.48 2.52 3.76
2016-06-22_03:39:24 1466559564 0x9, 6 18 1.79 2.20 1.42
2016-06-22_03:40:20 1466559620 0x9, A 18 1.79 2.03 0.88
2016-06-22_03:41:24 1466559684 0x9, 6 19 1.52 2.27 2.87
2016-06-22_03:42:20 1466559740 0x9, A 19 1.91 2.15 0.83
2016-06-22_03:43:25 1466559805 0x9, 6 20 2.16 2.31 0.50
2016-06-22_03:44:20 1466559860 0x9, A 20 1.88 2.15 0.98
2016-06-22_03:45:24 1466559924 0x9, 6 21 1.67 2.55 2.98
2016-06-22_03:46:20 1466559980 0x9, A 21 1.79 2.15 1.29
2016-06-22_03:47:24 1466560044 0x9, 6 22 1.84 2.68 2.66
2016-06-22_03:48:20 1466560100 0x9, A 22 2.00 1.95-0.14
2016-06-22_03:49:24 1466560164 0x9, 6 23 1.55 2.27 2.68
2016-06-22_03:51:24 1466560284 0x9, 6 24 2.11 2.88 2.16
2016-06-22_03:53:24 1466560404 0x9, 6 25 1.84 2.24 1.39
2016-06-22_03:54:20 1466560460 0x9, A 25 1.72 2.39 2.35
2016-06-22_03:55:24 1466560524 0x9, 6 26 1.60 2.40 2.87
2016-06-22_03:56:20 1466560580 0x9, A 26 2.03 1.72-1.20
2016-06-22_03:57:24 1466560644 0x9, 6 27 2.00 2.35 1.17
2016-06-22_03:59:24 1466560764 0x9, 6 28 1.64 2.00 1.40
2016-06-22_04:00:20 1466560820 0x9, A 28 2.03 2.03-0.00
2016-06-22_04:01:24 1466560884 0x9, 6 29 1.96 2.07 0.42
2016-06-22_04:02:20 1466560940 0x9, A 29 1.76 2.03 1.04
2016-06-22_04:03:24 1466561004 0x9, 6 30 2.27 2.27 0.00
2016-06-22_04:04:20 1466561060 0x9, A 30 2.07 2.59 1.58
2016-06-22_04:05:24 1466561124 0x9, 6 31 2.35 2.11-0.75
2016-06-22_04:06:20 1466561180 0x9, A 31 1.96 2.35 1.31
2016-06-22_04:07:24 1466561244 0x9, 6 32 1.76 2.40 2.19
2016-06-22_04:08:20 1466561300 0x9, A 32 2.48 2.59 0.33
2016-06-22_04:09:24 1466561364 0x9, 6 33 1.72 2.31 2.11
2016-06-22_04:10:20 1466561420 0x9, A 33 1.88 2.27 1.36
2016-06-22_04:11:24 1466561484 0x9, 6 34 2.07 2.64 1.68
2016-06-22_04:12:20 1466561540 0x9, A 34 1.84 3.15 3.82
2016-06-22_04:13:25 1466561605 0x9, 6 35 2.31 2.40 0.24
2016-06-22_04:14:20 1466561660 0x9, A 35 2.55 2.83 0.73
2016-06-22_04:15:24 1466561724 0x9, 6 36 2.00 2.35 1.17
2016-06-22_04:16:20 1466561780 0x9, A 36 2.07 2.31 0.77
2016-06-22_04:17:24 1466561844 0x9, 6 37 2.03 2.96 2.63
