date,rssi_raw,rssi_residual,rssi_ma7,rssi_delta,rssi_std7,link,lai_median,lai_mean,lai_std
2016-05-14,-63.37264150943396,-0.5941604287689365,-61.80045673887884,-0.6896057951482462,0.9679245596918539,10_to_1,4.16,3.7659240506329112,2.9393304158786626
2016-05-15,-63.063380281690144,-0.742444095291962,-62.163166451039686,0.3092612277438178,0.8819529304033445,10_to_1,1.725,2.8539759036144576,2.5755412136528224
2016-05-16,-65.36865942028986,-2.043996604925148,-62.759762330665275,-2.3052791385997153,1.3849505619685332,10_to_1,5.91,4.39710182767624,3.022892794265937
2016-05-17,-63.71393841166937,-0.03475929821283503,-63.05352918625586,1.6547210086204913,1.3291639344395867,10_to_1,0.38,0.7423478260869566,1.6170393839309631
2016-05-18,-62.97970479704797,1.9854518212255319,-63.304131272108656,0.7342336146213952,1.0664719280948498,10_to_1,4.5,3.7883651804670913,2.547933764958345
2016-05-19,-63.34782608695652,2.0506031217975345,-63.504169460196216,-0.36812128990855086,0.8855965586288901,10_to_1,0.34,2.0078666666666667,2.56134693221025
2016-05-20,-64.69251336898395,0.29749690086632186,-63.791237696581675,-1.3446872820274294,0.9006230249501008,10_to_1,4.87,4.844146341463415,1.9170959870060555
2016-05-21,-66.08627087198516,-0.014376783868441292,-64.178899034089,-1.3937575030012113,1.2183811881990385,10_to_1,4.765,4.726666666666667,1.942927370276398
2016-05-22,-65.9055459272097,0.585056127810725,-64.58492269773465,0.18072494477546286,1.2576205851416338,10_to_1,3.48,3.651555555555556,1.8724435509475716
2016-05-23,-67.2159090909091,-2.165657586298568,-64.8488155078231,-1.3103631636993924,1.5973951432099611,10_to_1,4.645,4.613881118881118,2.1152329654433784
2016-05-24,-67.55041152263375,-3.372940995400679,-65.39688309510373,-0.3345024317246583,1.7896953140864316,10_to_1,,,
2016-05-25,-68.02525252525253,-2.4478607391927762,-66.11767562770439,-0.47484100261877416,1.6656749240150972,10_to_1,0.34,0.3469230769230769,0.0483708961023422
2016-05-26,-67.48648648648648,-1.2226796241982252,-66.70891282763723,0.5387660387660418,1.1833204988226669,10_to_1,5.065,4.248975903614458,2.736480958417121
2016-05-27,-66.43068391866913,-0.8983915680288742,-66.9572229061637,1.0558025678173522,0.8145984389917819,10_to_1,2.4400000000000004,3.2846,3.1767793855120057
2016-05-28,-64.7308362369338,1.2287109222037411,-66.76358938687063,1.699847681735335,1.1487098761491352,10_to_1,1.42,2.305404814004376,2.293819188501608
2016-05-29,-66.89559543230017,-1.2793663409714016,-66.905025030455,-2.164759195366372,1.084617060364739,10_to_1,0.37,0.5325,1.1869315277693584
2016-05-30,-66.2736660929432,-0.17030433709122902,-66.77041888788844,0.6219293393569671,1.0979904765388904,10_to_1,6.315,5.845583333333334,1.7740400627544195
2016-05-31,-67.36257928118393,-1.1464468206485987,-66.74358571053845,-1.0889131882407241,1.0778623756232115,10_to_1,3.85,3.83940594059406,2.3380944471009637
2016-06-01,-66.12141652613828,-0.5268413732943952,-66.47160913923643,1.24116275504565,0.9307120649823433,10_to_1,0.33,0.8225892857142857,1.68891123601195
2016-06-02,-65.71896162528216,-0.45755223866436634,-66.21910558763581,0.4024549008561138,0.8453348086927839,10_to_1,0.12,0.6549999999999999,1.6731010527960148
2016-06-03,-68.31954887218045,-2.0633687655150634,-66.48894343813743,-2.600587246898286,1.165114799437409,10_to_1,0.65,2.16353591160221,2.4319326299794466
2016-06-04,-68.17916666666666,-3.9912244535059065,-66.98156207095641,0.140382205513788,1.017526149110429,10_to_1,3.33,3.5642391304347827,1.9758165560262333
2016-06-05,-67.08597285067873,-0.7517583092513727,-67.00875884501049,1.0931938159879309,1.0173896730578638,10_to_1,2.47,2.951126126126126,2.273617742745868
2016-06-06,-65.8125,-1.710394906268447,-66.94287797459003,1.2734728506787292,1.0855706892061578,10_to_1,2.395,2.9366509433962267,1.734054944506611
2016-06-07,-64.89228295819936,1.7449626929974231,-66.58997849987794,0.9202170418006403,1.3056165074596229,10_to_1,1.8,2.571761006289308,1.8964078416875867
2016-06-08,-62.87909319899244,3.996524302049517,-66.12678945314283,2.0131897592069166,1.9268764676409982,10_to_1,1.45,2.0419688109161798,1.9704907539811856
2016-06-09,-62.137142857142855,2.2595399683994786,-65.61510105769436,0.7419503418495879,2.456124957965021,10_to_1,1.39,2.369142857142857,2.3205622175070686
2016-06-10,-62.3110599078341,2.804601295101144,-64.75674549135917,-0.1739170506912444,2.4027945135374145,10_to_1,1.56,2.379578713968958,2.1301950979797635
2016-06-11,-62.3358348968105,3.7859459958025554,-63.92198380995114,-0.024774988976403733,1.996270723043666,10_to_1,1.44,2.175011086474501,1.9769632576502372
2016-06-12,-63.24739039665971,2.3989574875643984,-63.37361488794842,-0.9115554998492073,1.42886149895471,10_to_1,3.93,3.832776617954071,2.361497294285256
2016-06-13,-65.75099206349206,-0.6615859172272299,-63.36482803987586,-2.5036016668323526,1.4114467922009606,10_to_1,2.525,3.120149253731344,2.654218088583973
2016-06-14,-66.05163043478261,-0.4815647070499655,-63.53044910795918,-0.30063837129054605,1.6656764640680217,10_to_1,3.92,3.7320930232558136,2.017330341175276
2016-06-15,-64.09885057471264,1.0543626659988128,-63.704700161633504,1.9527798600699668,1.6499060678826665,10_to_1,0.24,1.5669465648854963,2.4451517102263085
2016-06-16,-66.13111888111888,-0.17277805459224319,-64.27526816505863,-2.0322683064062375,1.7070724047666919,10_to_1,2.35,3.080950570342205,2.9064112221438774
2016-06-17,-66.61152416356877,-1.125472734521616,-64.88962020159217,-0.4804052824498939,1.6554232192992746,10_to_1,1.36,2.505358361774744,2.5229094746001968
2016-06-19,-67.06510416666667,-2.2001793119752624,-65.5652300972859,-0.4535800030978976,1.38192656529653,10_to_1,0.03,0.0999999999999999,0.1583245611605055
2016-06-21,-64.20286885245902,1.3134177897917396,-65.70172701954296,2.862235314207652,1.1410195445551774,10_to_1,1.17,2.584967741935484,2.68780202149356
2016-06-22,-68.15040650406505,-2.4809396973097178,-66.04450051105339,-3.9475376516060265,1.470980518471148,10_to_1,5.5600000000000005,4.6762500000000005,2.7976129841511157
2016-06-23,-67.91176470588235,-3.473525810625509,-66.31023397835334,0.23864179818269804,1.6317182621552153,10_to_1,1.47,2.400891719745223,2.0175328853152394
2016-06-24,-62.80107526881721,3.147363996804366,-66.12483750608256,5.11068943706514,1.964620499808533,10_to_1,4.625,4.519921875,2.248998901031424
2016-06-25,-65.45762711864407,0.5587674217826105,-66.02862439715759,-2.6565518498268617,1.9806873284602482,10_to_1,6.3,5.743333333333334,2.058604474140766
2016-06-26,-66.97368421052632,-1.1982938110936159,-66.08036154672295,-1.5160570918822458,2.003054440239717,10_to_1,2.23,2.9766486486486485,2.0982981227058475
2016-04-13,-62.64545454545455,3.0139240727202647,,,,10_to_2,,,
2016-04-14,-64.74311926605505,0.9018787858583375,,-2.0976647206004984,,10_to_2,0.63,1.2899125364431487,1.5163559517622227
2016-04-15,-66.26875,-0.2735844292516548,-64.5524412705032,-1.5256307339449506,1.8191580638370024,10_to_2,2.12,3.3379036827195465,2.996458823233349
2016-04-16,-65.98355263157895,0.6079184093133836,-64.91021911077213,0.28519736842105203,1.6487097903407628,10_to_2,0.42,2.326,3.0708602796517552
2016-04-17,-66.97165991902834,-0.8230129938075477,-65.32250727242338,-0.9881072874493952,1.6995854261445378,10_to_2,0.13,0.16,0.1061131471590584
2016-04-18,-68.93827160493827,-2.402466628472083,-65.92513466117586,-1.9666116859099247,2.118922158706669,10_to_2,0.73,0.8452767527675277,0.763510785398954
2016-04-19,-66.68548387096774,-1.0001205669680517,-66.03375597686042,2.2527877339705213,1.9555347249356327,10_to_2,,,
2016-04-20,-66.44202898550725,0.6199406423128401,-66.57612375401081,0.2434548854604941,1.2630424235590563,10_to_2,0.675,0.8219325153374233,0.8780707567692628
2016-04-21,-63.973958333333336,2.349851959571567,-66.46624362076484,2.468070652173914,1.4662026292540038,10_to_2,0.54,0.6057112526539279,0.4562869028628504
2016-04-22,-63.83116883116883,1.0205102751642403,-66.11801773950324,0.14278950216450426,1.7773710673373189,10_to_2,0.73,0.8722666666666666,0.897596751737947
2016-04-23,-66.9298245614035,-1.7886102054817252,-66.2531994437639,-3.0986557302346753,1.801264290469051,10_to_2,2.52,3.034935779816513,2.566354211499825
2016-04-24,-67.4375,-3.295988732188613,-66.31974802675985,-0.5076754385964932,1.8404120743466854,10_to_2,1.54,2.736977491961415,2.698875129384072
2016-04-25,-66.5,1.9161822941902074,-65.97142351176866,0.9375,1.451965041508695,10_to_2,1.795,2.542313432835821,2.358520814497373
2016-04-29,-64.62873134328358,2.116013411720591,-65.67760172209951,1.871268656716424,1.490963684149779,10_to_2,0.89,1.3803061224489797,1.3587457030833665
2016-04-30,-64.44220183486239,2.839935421920562,-65.39191212915024,0.18652950842118798,1.5115317992260124,10_to_2,0.91,1.0477966101694915,0.8155074859290492
2016-05-01,-65.11524500907441,2.6048659413028665,-65.55495308282754,-0.673043174212026,1.3897389167667504,10_to_2,0.82,0.9769823788546256,0.7685765143487384
2016-05-02,-68.20615671641791,0.29337343787377596,-66.17995135214883,-3.090911707343494,1.4669318459839016,10_to_2,0.8,1.1262897526501767,1.2432485341494337
2016-05-03,-67.21553228621292,-0.8637389636303997,-66.22076674140732,0.9906244302049885,1.4949799894762985,10_to_2,4.52,3.8037272727272726,2.78925255834038
2016-05-04,-65.50191570881226,1.4604983336749295,-65.94425469980906,1.713616577400657,1.4089526626814444,10_to_2,0.945,1.6434649122807017,1.6720394373593066
2016-05-05,-62.91889483065954,4.8457654031807795,-65.43266824704615,2.5830208781527233,1.775893683129935,10_to_2,0.9,1.471212598425197,1.7237157091289197
2016-05-06,-64.16888519134775,3.960588753237502,-65.36697593962674,-1.2499903606882157,1.8185807174160662,10_to_2,0.96,1.312749445676275,1.3367157020825842
2016-05-07,-63.22991452991453,5.531734759617094,-65.19379203891991,0.938970661433224,1.9725318178395033,10_to_2,1.01,1.3977713178294573,1.522388476643367
2016-05-08,-63.840669014084504,4.936030634356399,-65.01170975392134,-0.6107544841699735,2.0387081370811466,10_to_2,1.23,1.800769230769231,1.8766640984758065
2016-05-09,-64.90249433106575,4.429140127674067,-64.53975798458532,-1.061825316981249,1.4824671167536476,10_to_2,1.475,2.1903370786516856,1.8719258673272663
2016-05-10,-65.37710437710437,3.704422737718814,-64.27712542614124,-0.4746100460386202,1.0201962520405055,10_to_2,1.21,1.8332675044883304,1.768112360287212
2016-05-11,-64.32352941176471,1.8535808399414273,-64.10878452656303,1.0535749653396635,0.870677307246648,10_to_2,2.01,2.5308116385911177,2.2871311328299577
2016-05-12,-65.48580968280467,3.2826805695561743,-64.47548664829803,-1.1622802710399611,0.8253828919594579,10_to_2,1.47,2.1967291311754686,2.095999895759454
2016-05-13,-65.84429065743944,2.489016807449032,-64.71483028631114,-0.358480974634773,0.9544775038969754,10_to_2,1.15,1.9595723014256616,2.0374476881644674
2016-05-14,-65.72169811320755,0.10817090242352942,-65.07079936963872,0.12259254423189248,0.7514401652739096,10_to_2,4.16,3.7659240506329112,2.9393304158786626
2016-05-15,-67.01173708920187,-1.6338938431930916,-65.52380909465549,-1.290038975994321,0.8372044547948735,10_to_2,1.725,2.8539759036144576,2.5755412136528224
2016-05-16,-68.42894736842105,-2.2603044177966125,-66.02758809999196,-1.4172102792191765,1.3217861113842024,10_to_2,5.91,4.39710182767624,3.022892794265937
2016-05-17,-69.10347682119205,-2.71876119778869,-66.55992702057591,-0.6745294527709973,1.709628634741779,10_to_2,0.38,0.7423478260869566,1.6170393839309631
2016-05-18,-68.621387283237,-0.9801972059669333,-67.17390671650051,0.48208953795504783,1.5354872784209366,10_to_2,4.5,3.7883651804670913,2.547933764958345
2016-05-19,-66.83072916666667,1.2749851781930812,-67.36603807133795,1.7906581165703273,1.3635752714898022,10_to_2,0.34,2.0078666666666667,2.56134693221025
2016-05-20,-66.57490974729242,1.0602001517608202,-67.47041222703123,0.255819419374248,1.2509953509688794,10_to_2,4.87,4.844146341463415,1.9170959870060555
2016-05-21,-66.38640429338103,2.662761930237055,-67.56537025277031,0.1885054539113895,1.1138438827351556,10_to_2,4.765,4.726666666666667,1.942927370276398
2016-05-22,-66.18537414965986,3.7101569519680537,-67.4473184042643,0.20103014372116945,1.2209432871681962,10_to_2,3.48,3.651555555555556,1.8724435509475716
2016-05-23,-68.77987421383648,-0.9974357880404865,-67.49745081075221,-2.5945000641766143,1.2740180413412354,10_to_2,4.645,4.613881118881118,2.1152329654433784
2016-05-24,-67.35714285714286,-0.5590677576482053,-67.24797453017376,1.4227313566936175,1.060143833921879,10_to_2,,,
2016-05-25,-67.86871961102106,-0.5598367659098934,-67.14045057700005,-0.5115767538782023,0.927502179080284,10_to_2,0.34,0.3469230769230769,0.0483708961023422
2016-05-26,-69.62311557788945,-1.2566241673027896,-67.53936292146045,-1.7543959668683868,1.2984184288250065,10_to_2,5.065,4.248975903614458,2.736480958417121
2016-05-27,-68.84892086330935,-0.49146614476538825,-67.86422165232003,0.7741947145801049,1.3013699327158783,10_to_2,2.4400000000000004,3.2846,3.1767793855120057
2016-05-28,-66.98456260720411,2.1372563906626993,-67.94967284000903,1.864358256105234,1.2041680919201883,10_to_2,1.42,2.305404814004376,2.293819188501608
2016-05-29,-68.18256578947368,0.16170294077110006,-68.23498593141099,-1.1980031822695736,0.919400991394001,10_to_2,0.37,0.5325,1.1869315277693584
2016-05-30,-68.80223880597015,0.44649100541922393,-68.23818087314439,-0.6196730164964634,0.9216461927496821,10_to_2,6.315,5.845583333333334,1.7740400627544195
2016-05-31,-69.21698113207547,-1.6097098528802947,-68.50387205527761,-0.41474232610532624,0.892960390971175,10_to_2,3.85,3.83940594059406,2.3380944471009637
2016-06-01,-69.81623134328358,-1.332585448947925,-68.78208801702941,-0.5992502112081013,0.9627485811308512,10_to_2,0.33,0.8225892857142857,1.68891123601195
2016-06-02,-69.50113378684807,-1.4388450395416899,-68.76466204688063,0.31509755643550363,0.9459459809044183,10_to_2,0.12,0.6549999999999999,1.6731010527960148
2016-06-03,-69.85478547854785,0.11677312738141098,-68.90835699191472,-0.35365169169978117,1.0332484922370677,10_to_2,0.65,2.16353591160221,2.4319326299794466
2016-06-04,-69.725,-1.9869488360224232,-69.29984804802841,0.12978547854785916,0.6189613503217839,10_to_2,3.33,3.5642391304347827,1.9758165560262333
2016-06-05,-69.42857142857143,4.767023189084289,-69.47784885361379,0.2964285714285637,0.37530853419712906,10_to_2,2.47,2.951126126126126,2.273617742745868
2016-06-07,-69.20588235294117,1.029684214351891,-69.5355122174668,0.22268907563025664,0.27061053543866986,10_to_2,1.8,2.571761006289308,1.8964078416875867
2016-06-08,-67.12760416666667,3.2408979216785014,-69.23702979383697,2.0782781862745026,0.958496843985239,10_to_2,1.45,2.0419688109161798,1.9704907539811856
2016-06-09,-65.61494252873563,1.571734913365179,-68.63684567747298,1.5126616379310462,1.6214598415191466,10_to_2,1.39,2.369142857142857,2.3205622175070686
2016-06-10,-65.74248927038627,2.2485693687614936,-68.09989646083558,-0.12754674165064728,1.887983754893877,10_to_2,1.56,2.379578713968958,2.1301950979797635
2016-06-11,-65.28660714285714,4.039746566551903,-67.4472995557369,0.4558821275291365,1.9681073069835437,10_to_2,1.44,2.175011086474501,1.9769632576502372
2016-06-12,-66.36338797814207,2.2009206413921456,-66.96706926690005,-1.0767808352849357,1.7133434814637056,10_to_2,3.93,3.832776617954071,2.361497294285256
2016-06-13,-69.35378323108384,-1.4973690766845398,-66.95638523868755,-2.9903952529417666,1.695576938613624,10_to_2,2.525,3.120149253731344,2.654218088583973
2016-06-14,-69.07670979667283,-0.7318819823701933,-66.93793201636349,0.2770734344110082,1.667485244453015,10_to_2,3.92,3.7320930232558136,2.017330341175276
2016-06-15,-69.03490990990991,-1.1714602678564685,-67.21040426539824,0.04179988676291657,1.8495357579121918,10_to_2,0.24,1.5669465648854963,2.4451517102263085
2016-06-16,-69.56164383561644,-0.7636745036880396,-67.77421873780979,-0.5267339257065231,1.883362116317347,10_to_2,2.35,3.080950570342205,2.9064112221438774
2016-06-17,-69.4054054054054,-1.252663974526474,-68.29749247138395,0.15623843021103312,1.7271582962138017,10_to_2,1.36,2.505358361774744,2.5229094746001968
2016-06-19,-68.84042553191489,-1.2312705820726382,-68.80518081267792,0.5649798734905147,1.104805289373077,10_to_2,0.03,0.0999999999999999,0.1583245611605055
2016-06-21,-67.75545851528385,0.3410891046512444,-69.0040480322696,1.0849670166310403,0.6036411492240865,10_to_2,1.17,2.584967741935484,2.68780202149356
2016-06-22,-69.33559322033898,1.2039925248329781,-69.00144945930604,-1.58013470505513,0.6019213758999381,10_to_2,5.5600000000000005,4.6762500000000005,2.7976129841511157
2016-06-23,-69.62745098039215,-2.1975192156760177,-69.08012677126595,-0.2918577600531762,0.6476546156057573,10_to_2,1.47,2.400891719745223,2.0175328853152394
2016-06-24,-68.44252873563218,1.1654080155716258,-68.99550088922628,1.1849222447599743,0.6917483788450762,10_to_2,4.625,4.519921875,2.248998901031424
2016-06-25,-67.89285714285714,0.9575183166322976,-68.75710279026066,0.5496715927750415,0.7492846297564062,10_to_2,6.3,5.743333333333334,2.058604474140766
2016-06-26,-68.45362903225806,0.3958193475836583,-68.62113473695389,-0.5607718894009253,0.6965335118388646,10_to_2,2.23,2.9766486486486485,2.0982981227058475
2016-05-04,-69.64516129032258,-5.082240969070416,,,,10_to_3,0.945,1.6434649122807017,1.6720394373593066
2016-05-13,-68.32142857142857,-0.23102033103709121,,1.3237327188940071,,10_to_3,1.15,1.9595723014256616,2.0374476881644674
2016-05-17,-69.5,-0.01166683380937723,-69.15552995391705,-1.1785714285714306,0.7259902115413966,10_to_3,0.38,0.7423478260869566,1.6170393839309631
2016-05-29,-70.0,-0.9132606308470781,-69.36664746543778,-0.5,0.7277753358824276,10_to_3,0.37,0.5325,1.1869315277693584
2016-06-12,-42.5,26.62457553061975,-63.993317972350226,27.5,12.03164959226548,10_to_3,3.93,3.832776617954071,2.361497294285256
2016-05-04,-69.64516129032258,0.20083961367236264,,,,10_to_4,0.945,1.6434649122807017,1.6720394373593066
2016-05-07,-69.52777777777777,-0.4632690271697284,,0.11738351254480506,,10_to_4,1.01,1.3977713178294573,1.522388476643367
2016-05-08,-69.16176470588235,-0.15305670163151905,-69.44490125799423,0.36601307189542354,0.2521298328454844,10_to_4,1.23,1.800769230769231,1.8766640984758065
2016-05-09,-69.103515625,0.3100287103871199,-69.35955484974568,0.058249080882347926,0.26742414378195756,10_to_4,1.475,2.1903370786516856,1.8719258673272663
2016-05-11,-69.5,0.763155846824224,-69.38764387979654,-0.396484375,0.2399619189665866,10_to_4,2.01,2.5308116385911177,2.2871311328299577
2016-05-12,-69.43820224719101,0.10706939562668961,-69.39607027436229,0.06179775280898525,0.21561865131654795,10_to_4,1.47,2.1967291311754686,2.095999895759454
2016-05-13,-68.89252336448598,0.13618010222474636,-69.32413500152282,0.5456788827050332,0.27379850257515675,10_to_4,1.15,1.9595723014256616,2.0374476881644674
2016-05-14,-69.0880149812734,-0.03579086381702683,-69.24454267165865,-0.19549161678742166,0.2443167115050953,10_to_4,4.16,3.7659240506329112,2.9393304158786626
2016-05-15,-69.04435483870968,-0.24903749529444844,-69.17548225179178,0.043660142563723525,0.21779638239311164,10_to_4,1.725,2.8539759036144576,2.5755412136528224
2016-05-30,-69.5,0.31250825021391393,-69.22380157952287,-0.4556451612903203,0.24946338439098373,10_to_4,6.315,5.845583333333334,1.7740400627544195
2016-06-09,-69.0,0.3193486474543833,-69.2090136330943,0.5,0.26060171831591844,10_to_4,1.39,2.369142857142857,2.3205622175070686
2016-06-16,-69.36693548387096,0.33701622512523427,-69.19000441650444,-0.36693548387096087,0.2398667430593778,10_to_4,2.35,3.080950570342205,2.9064112221438774
2016-06-17,-70.0,-0.7299915923645259,-69.2702612383343,-0.6330645161290391,0.38613877180116685,10_to_4,1.36,2.505358361774744,2.5229094746001968
2016-04-13,-65.67105263157895,3.3041005374912844,,,,10_to_5,,,
2016-04-14,-67.49137931034483,0.4555001545140536,,-1.8203266787658805,,10_to_5,0.63,1.2899125364431487,1.5163559517622227
2016-04-15,-67.93956043956044,0.7659467753725009,-67.03399746049473,-0.4481811292156124,1.2014285397590032,10_to_5,2.12,3.3379036827195465,2.996458823233349
2016-04-16,-68.3821138211382,-0.0756955048962511,-67.3710265506556,-0.4425533815777669,1.1902274801721477,10_to_5,0.42,2.326,3.0708602796517552
2016-04-17,-67.08070866141732,1.7291316546497648,-67.31296297280794,1.3014051597208862,1.0389119242168996,10_to_5,0.13,0.16,0.1061131471590584
2016-04-18,-65.60344827586206,3.824429839451873,-67.0280438566503,1.4772603855552546,1.1621289969432735,10_to_5,0.73,0.8452767527675277,0.763510785398954
2016-04-19,-66.96449704142012,0.8130079108545912,-67.01896574018885,-1.3610487655580528,1.0611456340529937,10_to_5,,,
2016-04-20,-64.57522123893806,6.809800517533864,-66.862418398383,2.389275802482061,1.337886908988954,10_to_5,0.675,0.8219325153374233,0.8780707567692628
2016-04-21,-63.827777777777776,4.608434388861198,-66.33904675087342,0.7474434611602803,1.7144326070645692,10_to_5,0.54,0.6057112526539279,0.4562869028628504
2016-04-22,-65.96511627906976,-0.6791729399812597,-66.05698329937476,-2.1373385012919854,1.562953207892391,10_to_5,0.73,0.8722666666666666,0.897596751737947
2016-04-23,-66.98611111111111,-2.063835329889811,-65.85755434079945,-1.020994832041353,1.2803371665986856,10_to_5,2.52,3.034935779816513,2.566354211499825
2016-04-24,-63.940366972477065,-1.173487881272702,-65.40893409952227,3.045744138634049,1.3295525330016957,10_to_5,1.54,2.736977491961415,2.698875129384072
2016-04-25,-67.0,4.636129219477539,-65.60844148868485,-3.059633027522935,1.4618077948565347,10_to_5,1.795,2.542313432835821,2.358520814497373
2016-04-29,-67.10984848484848,1.7814518704407123,-65.62920598060317,-0.10984848484848442,1.4851268369947683,10_to_5,0.89,1.3803061224489797,1.3587457030833665
2016-04-30,-66.36503623188406,2.8334886114665965,-65.88489383673833,0.7448122529644223,1.426332049721988,10_to_5,0.91,1.0477966101694915,0.8155074859290492
2016-05-01,-65.18738738738739,4.624852128498589,-66.07912378096827,1.177648844496673,1.1688491893445563,10_to_5,0.82,0.9769823788546256,0.7685765143487384
2016-05-02,-64.08151093439363,5.773834856096096,-65.81003730315739,1.1058764529937548,1.3945045243810208,10_to_5,0.8,1.1262897526501767,1.2432485341494337
2016-05-03,-65.04146341463415,2.9715956624144995,-65.53223048937497,-0.959952480240517,1.3124517166352074,10_to_5,4.52,3.8037272727272726,2.78925255834038
2016-05-04,-64.990990990991,2.6543966947705573,-65.68231963487696,0.05047242364315707,1.1501014830577614,10_to_5,0.945,1.6434649122807017,1.6720394373593066
2016-05-05,-63.537174721189594,2.0277346619651277,-65.18763030933262,1.4538162698014006,1.230768254819277,10_to_5,0.9,1.471212598425197,1.7237157091289197
2016-05-06,-63.6526402640264,1.23798558748152,-64.69374342064374,-0.11546554283680877,1.0035391451922857,10_to_5,0.96,1.312749445676275,1.3367157020825842
2016-05-07,-62.07400722021661,2.4582120656692625,-64.08073927611983,1.5786330438097949,1.1166859022795963,10_to_5,1.01,1.3977713178294573,1.522388476643367
2016-05-08,-61.502737226277375,2.865263345209889,-63.55436068167553,0.5712699939392323,1.3517783336587765,10_to_5,1.23,1.800769230769231,1.8766640984758065
2016-05-09,-61.70734597156398,2.847724003828126,-63.21519425841416,-0.2046087452866061,1.488408931927429,10_to_5,1.475,2.1903370786516856,1.8719258673272663
