2016-05-18_03:41:21 1463535681 0x2; 30 rTX 0
2016-05-18_03:49:20 1463536160 0x1; 34 rTX 0
2016-05-18_04:39:24 1463539164 0x5; 59 rTX 0
2016-05-18_04:51:20 1463539880 0x1; 65 rTX 0
2016-05-18_05:23:21 1463541801 0x2; 81 rTX 0
2016-05-18_05:43:21 1463543001 0x2; 91 rTX 0
2016-05-18_06:09:21 1463544561 0x2; 104 rTX 0
2016-05-18_06:09:25 1463544565 0x6; 104 rTX 0
2016-05-18_06:49:21 1463546961 0x2; 124 rTX 0
2016-05-18_06:55:21 1463547321 0x2; 127 rTX 0
2016-05-18_06:55:21 1463547321 0x2; 127 rTX 1
2016-05-18_06:55:21 1463547321 0x2; 127 rTX 2
2016-05-18_07:03:21 1463547801 0x2; 131 rTX 0
2016-05-18_07:13:21 1463548401 0x2; 136 rTX 0
2016-05-18_07:13:21 1463548401 0x2; 136 rTX 1
2016-05-18_07:19:21 1463548761 0x2; 139 rTX 0
2016-05-18_07:21:21 1463548881 0x2; 140 rTX 0
2016-05-18_07:25:21 1463549121 0x2; 142 rTX 0
2016-05-18_07:27:21 1463549241 0x2; 143 rTX 0
2016-05-18_07:29:21 1463549361 0x2; 144 rTX 0
2016-05-18_07:29:21 1463549361 0x2; 144 rTX 1
2016-05-18_07:35:21 1463549721 0x2; 147 rTX 0
2016-05-18_07:35:21 1463549721 0x2; 147 rTX 1
2016-05-18_07:37:21 1463549841 0x2; 148 rTX 0
2016-05-18_07:37:21 1463549841 0x2; 148 rTX 1
2016-05-18_07:37:21 1463549841 0x2; 148 rTX 2
2016-05-18_07:37:21 1463549841 0x2; 148 rTX 3
2016-05-18_07:37:21 1463549841 0x2; 148 rTX 4
2016-05-18_07:37:21 1463549841 0x2; 148 rTX 5
2016-05-18_07:37:22 1463549842 0x2; 148 rTX 6
2016-05-18_07:37:22 1463549842 0x2; 148 rTX 7
2016-05-18_07:37:24 1463549844 0x2; 148 rTX 8
2016-05-18_07:37:26 1463549846 0x2; 148 rTX 9
2016-05-18_07:37:32 1463549852 0x2; 148 rTX 10
2016-05-18_07:37:47 1463549867 0x2; 148 rTXERR
