2016-04-15_21:44:13 1460749453 0x1; 1 rTX 0
2016-04-15_21:44:13 1460749453 0x1; 1 rTX 1
2016-04-15_21:44:13 1460749453 0x1; 1 rTX 2
2016-04-15_21:44:13 1460749453 0x1; 1 rTX 3
2016-04-15_21:44:13 1460749453 0x1; 1 rTX 4
2016-04-15_21:44:13 1460749453 0x1; 1 rTX 5
2016-04-15_21:44:14 1460749454 0x1; 1 rTX 6
2016-04-15_21:44:14 1460749454 0x2; 1 rTX 0
2016-04-15_21:44:14 1460749454 0x2; 1 rTX 1
2016-04-15_21:44:14 1460749454 0x2; 1 rTX 2
2016-04-15_21:44:14 1460749454 0x2; 1 rTX 3
2016-04-15_21:44:14 1460749454 0x2; 1 rTX 4
2016-04-15_21:44:14 1460749454 0x2; 1 rTX 5
2016-04-15_21:44:14 1460749454 0x1; 1 rTX 7
2016-04-15_21:44:14 1460749454 0x2; 1 rTX 6
2016-04-15_21:44:16 1460749456 0x1; 1 rTX 8
2016-04-15_21:44:18 1460749458 0x1; 1 rTX 9
2016-04-15_21:44:24 1460749464 0x1; 1 rTX 10
2016-04-15_21:44:37 1460749477 0x1; 1 rTXERR
2016-04-15_21:49:11 1460749751 0x1; 571 rTX 0
2016-04-15_21:50:14 1460749814 0x1; 572 rTX 0
2016-04-15_21:50:14 1460749814 0x1; 572 rTX 1
2016-04-15_21:50:14 1460749814 0x1; 572 rTX 2
2016-04-15_21:50:14 1460749814 0x1; 572 rTX 3
2016-04-15_21:50:14 1460749814 0x1; 572 rTX 4
2016-04-15_21:50:14 1460749814 0x1; 572 rTX 5
2016-04-15_21:50:14 1460749814 0x1; 572 rTX 6
2016-04-15_21:50:15 1460749815 0x2; 573 rTX 0
2016-04-15_21:50:15 1460749815 0x2; 573 rTX 1
2016-04-15_21:50:15 1460749815 0x2; 573 rTX 2
2016-04-15_21:50:15 1460749815 0x2; 573 rTX 3
2016-04-15_21:50:15 1460749815 0x2; 573 rTX 4
2016-04-15_21:50:15 1460749815 0x2; 573 rTX 5
2016-04-15_21:50:15 1460749815 0x2; 573 rTX 6
2016-04-15_21:50:15 1460749815 0x2; 573 rTX 7
2016-04-15_21:50:17 1460749817 0x2; 573 rTX 8
2016-04-15_21:50:18 1460749818 0x6; 573 rTX 0
2016-04-15_21:50:20 1460749820 0x2; 573 rTX 9
2016-04-15_21:50:24 1460749824 0x2; 573 rTX 10
2016-04-15_21:50:40 1460749840 0x2; 573 rTXERR
2016-04-15_21:53:10 1460749990 0x1; 573 rTX 0
2016-04-15_21:54:14 1460750054 0x2; 575 rTX 0
2016-04-15_21:54:19 1460750059 0x6; 575 rTX 0
2016-04-15_21:54:19 1460750059 0x6; 575 rTX 1
2016-04-15_21:54:19 1460750059 0x6; 575 rTX 2
2016-04-15_21:54:19 1460750059 0x6; 575 rTX 3
2016-04-15_21:54:19 1460750059 0x6; 575 rTX 4
2016-04-15_21:54:19 1460750059 0x6; 575 rTX 5
2016-04-15_21:54:19 1460750059 0x6; 575 rTX 6
2016-04-15_21:56:13 1460750173 0x1; 575 rTX 0
2016-04-15_21:56:14 1460750174 0x2; 576 rTX 0
2016-04-15_21:58:13 1460750293 0x1; 576 rTX 0
2016-04-15_21:58:13 1460750293 0x1; 576 rTX 1
2016-04-15_21:58:13 1460750293 0x1; 576 rTX 2
2016-04-15_21:58:13 1460750293 0x1; 576 rTX 3
2016-04-15_21:58:18 1460750298 0x6; 577 rTX 0
2016-04-15_22:46:18 1460753178 0x2; 602 rTX 0
2016-04-15_22:48:17 1460753297 0x1; 602 rTX 0
2016-04-15_22:48:17 1460753297 0x1; 602 rTX 1
2016-04-15_22:48:18 1460753298 0x2; 603 rTX 0
2016-04-15_22:48:18 1460753298 0x2; 603 rTX 1
2016-04-15_22:48:18 1460753298 0x2; 603 rTX 2
2016-04-15_22:48:22 1460753302 0x6; 602 rTX 0
2016-04-15_23:38:15 1460756295 0x1; 1 rTX 0
2016-04-15_23:46:15 1460756775 0x1; 631 rTX 0
2016-04-15_23:46:15 1460756775 0x1; 631 rTX 1
2016-04-15_23:46:15 1460756775 0x1; 631 rTX 2
2016-04-15_23:46:15 1460756775 0x1; 631 rTX 3
2016-04-15_23:46:18 1460756778 0x2; 631 rTX 0
2016-04-15_23:48:15 1460756895 0x1; 632 rTX 0
2016-04-15_23:51:11 1460757071 0x1; 633 rTX 0
