2016-06-21_03:13:11 1466471591 0x6; 6 rTX 0
2016-06-21_03:33:10 1466472790 0x6; 16 rTX 0
2016-06-21_04:55:06 1466477706 0x2; 57 rTX 0
2016-06-21_04:55:06 1466477706 0x2; 57 rTX 1
2016-06-21_04:57:05 1466477825 0x1; 58 rTX 0
2016-06-21_04:57:05 1466477825 0x1; 58 rTX 1
2016-06-21_04:57:05 1466477825 0x1; 58 rTX 2
2016-06-21_04:57:05 1466477825 0x1; 58 rTX 3
2016-06-21_04:57:05 1466477825 0x1; 58 rTX 4
2016-06-21_04:57:06 1466477826 0x2; 58 rTX 0
2016-06-21_04:59:05 1466477945 0x1; 59 rTX 0
2016-06-21_04:59:05 1466477945 0x1; 59 rTX 1
2016-06-21_04:59:05 1466477945 0x1; 59 rTX 2
2016-06-21_05:01:05 1466478065 0x1; 60 rTX 0
2016-06-21_05:01:05 1466478065 0x1; 60 rTX 1
2016-06-21_05:01:05 1466478065 0x1; 60 rTX 2
2016-06-21_05:01:05 1466478065 0x1; 60 rTX 3
2016-06-21_05:01:05 1466478065 0x1; 60 rTX 4
2016-06-21_05:01:06 1466478066 0x1; 60 rTX 5
2016-06-21_05:01:06 1466478066 0x1; 60 rTX 6
2016-06-21_05:01:06 1466478066 0x2; 60 rTX 0
2016-06-21_05:01:06 1466478066 0x2; 60 rTX 1
2016-06-21_05:01:06 1466478066 0x2; 60 rTX 2
2016-06-21_05:01:06 1466478066 0x2; 60 rTX 3
2016-06-21_05:01:06 1466478066 0x1; 60 rTX 7
2016-06-21_05:01:06 1466478066 0x2; 60 rTX 4
2016-06-21_05:01:07 1466478067 0x2; 60 rTX 5
2016-06-21_05:01:07 1466478067 0x2; 60 rTX 6
2016-06-21_05:01:08 1466478068 0x2; 60 rTX 7
2016-06-21_05:01:08 1466478068 0x1; 60 rTX 8
2016-06-21_05:01:09 1466478069 0x2; 60 rTX 8
2016-06-21_05:01:10 1466478070 0x1; 60 rTX 9
2016-06-21_05:01:12 1466478072 0x2; 60 rTX 9
2016-06-21_05:01:16 1466478076 0x1; 60 rTX 10
2016-06-21_05:01:18 1466478078 0x2; 60 rTX 10
2016-06-21_05:01:28 1466478088 0x1; 60 rTXERR
2016-06-21_05:01:29 1466478089 0x2; 60 rTXERR
2016-06-21_05:03:05 1466478185 0x1; 61 rTX 0
2016-06-21_05:03:06 1466478186 0x2; 61 rTX 0
2016-06-21_05:03:06 1466478186 0x2; 61 rTX 1
2016-06-21_05:03:06 1466478186 0x2; 61 rTX 2
2016-06-21_05:03:06 1466478186 0x2; 61 rTX 3
2016-06-21_05:03:06 1466478186 0x2; 61 rTX 4
2016-06-21_05:03:06 1466478186 0x2; 61 rTX 5
2016-06-21_05:03:07 1466478187 0x2; 61 rTX 6
2016-06-21_05:03:08 1466478188 0x2; 61 rTX 7
2016-06-21_05:03:09 1466478189 0x2; 61 rTX 8
2016-06-21_05:03:12 1466478192 0x2; 61 rTX 9
2016-06-21_05:03:18 1466478198 0x2; 61 rTX 10
2016-06-21_05:03:28 1466478208 0x2; 61 rTXERR
2016-06-21_05:39:09 1466480349 0x5; 79 rTX 0
2016-06-21_05:53:10 1466481190 0x6; 86 rTX 0
2016-06-21_06:01:10 1466481670 0x6; 90 rTX 0
2016-06-21_06:11:10 1466482270 0x6; 95 rTX 0
2016-06-21_06:21:09 1466482869 0x5; 100 rTX 0
2016-06-21_06:41:05 1466484065 0x1; 110 rTX 0
2016-06-21_06:41:05 1466484065 0x1; 110 rTX 1
2016-06-21_06:41:05 1466484065 0x1; 110 rTX 2
2016-06-21_06:41:05 1466484065 0x1; 110 rTX 3
2016-06-21_06:41:06 1466484066 0x2; 110 rTX 0
2016-06-21_06:43:05 1466484185 0x1; 111 rTX 0
2016-06-21_06:43:05 1466484185 0x1; 111 rTX 1
2016-06-21_06:45:05 1466484305 0x1; 112 rTX 0
2016-06-21_06:45:05 1466484305 0x1; 112 rTX 1
2016-06-21_06:45:05 1466484305 0x1; 112 rTX 2
2016-06-21_06:45:05 1466484305 0x1; 112 rTX 3
2016-06-21_06:45:05 1466484305 0x1; 112 rTX 4
2016-06-21_06:47:05 1466484425 0x1; 113 rTX 0
2016-06-21_06:49:05 1466484545 0x1; 114 rTX 0
2016-06-21_06:49:05 1466484545 0x1; 114 rTX 1
2016-06-21_06:49:05 1466484545 0x1; 114 rTX 2
2016-06-21_06:49:05 1466484545 0x1; 114 rTX 3
2016-06-21_06:49:05 1466484545 0x1; 114 rTX 4
2016-06-21_06:49:06 1466484546 0x1; 114 rTX 5
2016-06-21_06:49:06 1466484546 0x1; 114 rTX 6
2016-06-21_06:49:07 1466484547 0x1; 114 rTX 7
2016-06-21_06:49:08 1466484548 0x1; 114 rTX 8
2016-06-21_06:49:10 1466484550 0x1; 114 rTX 9
2016-06-21_06:49:15 1466484555 0x1; 114 rTX 10
2016-06-21_06:49:28 1466484568 0x1; 114 rTXERR
2016-06-21_06:51:05 1466484665 0x1; 115 rTX 0
2016-06-21_06:51:05 1466484665 0x1; 115 rTX 1
2016-06-21_06:51:05 1466484665 0x1; 115 rTX 2
2016-06-21_06:51:05 1466484665 0x1; 115 rTX 3
2016-06-21_06:53:05 1466484785 0x1; 116 rTX 0
2016-06-21_06:53:05 1466484785 0x1; 116 rTX 1
2016-06-21_06:53:05 1466484785 0x1; 116 rTX 2
2016-06-21_06:53:05 1466484785 0x1; 116 rTX 3
2016-06-21_06:55:05 1466484905 0x1; 117 rTX 0
2016-06-21_06:57:05 1466485025 0x1; 118 rTX 0
2016-06-21_06:57:05 1466485025 0x1; 118 rTX 1
2016-06-21_06:57:05 1466485025 0x1; 118 rTX 2
2016-06-21_06:59:05 1466485145 0x1; 119 rTX 0
2016-06-21_06:59:05 1466485145 0x1; 119 rTX 1
2016-06-21_06:59:05 1466485145 0x1; 119 rTX 2
2016-06-21_06:59:05 1466485145 0x1; 119 rTX 3
2016-06-21_06:59:05 1466485145 0x1; 119 rTX 4
2016-06-21_06:59:05 1466485145 0x1; 119 rTX 5
2016-06-21_06:59:06 1466485146 0x1; 119 rTX 6
2016-06-21_06:59:07 1466485147 0x1; 119 rTX 7
2016-06-21_06:59:09 1466485149 0x1; 119 rTX 8
2016-06-21_07:05:05 1466485505 0x1; 122 rTX 0
2016-06-21_07:05:05 1466485505 0x1; 122 rTX 1
2016-06-21_07:05:05 1466485505 0x1; 122 rTX 2
2016-06-21_07:05:05 1466485505 0x1; 122 rTX 3
2016-06-21_07:05:05 1466485505 0x1; 122 rTX 4
2016-06-21_07:05:06 1466485506 0x1; 122 rTX 5
2016-06-21_07:05:06 1466485506 0x1; 122 rTX 6
2016-06-21_07:05:07 1466485507 0x1; 122 rTX 7
2016-06-21_07:05:08 1466485508 0x1; 122 rTX 8
2016-06-21_07:05:12 1466485512 0x1; 122 rTX 9
2016-06-21_07:07:05 1466485625 0x1; 123 rTX 0
2016-06-21_07:07:05 1466485625 0x1; 123 rTX 1
2016-06-21_07:07:05 1466485625 0x1; 123 rTX 2
2016-06-21_07:07:05 1466485625 0x1; 123 rTX 3
2016-06-21_07:07:05 1466485625 0x1; 123 rTX 4
2016-06-21_07:07:05 1466485625 0x1; 123 rTX 5
2016-06-21_07:07:06 1466485626 0x1; 123 rTX 6
2016-06-21_07:07:07 1466485627 0x1; 123 rTX 7
2016-06-21_07:07:09 1466485629 0x1; 123 rTX 8
2016-06-21_07:09:05 1466485745 0x1; 124 rTX 0
2016-06-21_07:11:05 1466485865 0x1; 125 rTX 0
2016-06-21_07:11:05 1466485865 0x1; 125 rTX 1
2016-06-21_07:11:05 1466485865 0x1; 125 rTX 2
2016-06-21_07:11:05 1466485865 0x1; 125 rTX 3
2016-06-21_07:11:05 1466485865 0x1; 125 rTX 4
2016-06-21_07:15:05 1466486105 0x1; 127 rTX 0
2016-06-21_07:15:05 1466486105 0x1; 127 rTX 1
2016-06-21_07:15:05 1466486105 0x1; 127 rTX 2
2016-06-21_07:15:05 1466486105 0x1; 127 rTX 3
2016-06-21_07:15:05 1466486105 0x1; 127 rTX 4
2016-06-21_07:17:05 1466486225 0x1; 128 rTX 0
2016-06-21_07:19:05 1466486345 0x1; 129 rTX 0
2016-06-21_07:21:05 1466486465 0x1; 130 rTX 0
2016-06-21_07:21:05 1466486465 0x1; 130 rTX 1
2016-06-21_07:21:05 1466486465 0x1; 130 rTX 2
2016-06-21_07:23:05 1466486585 0x1; 131 rTX 0
2016-06-21_07:23:05 1466486585 0x1; 131 rTX 1
2016-06-21_07:23:05 1466486585 0x1; 131 rTX 2
2016-06-21_07:25:06 1466486706 0x2; 132 rTX 0
2016-06-21_07:53:10 1466488390 0x6; 146 rTX 0
2016-06-21_09:42:15 1466494935 0x2; 1 rTX 0
2016-06-21_09:46:15 1466495175 0x2; 202 rTX 0
2016-06-21_09:46:15 1466495175 0x2; 202 rTX 1
2016-06-21_09:46:15 1466495175 0x2; 202 rTX 2
2016-06-21_09:46:15 1466495175 0x2; 202 rTX 3
2016-06-21_09:46:15 1466495175 0x2; 202 rTX 4
2016-06-21_09:46:15 1466495175 0x2; 202 rTX 5
2016-06-21_09:48:15 1466495295 0x2; 203 rTX 0
2016-06-21_10:02:02 1466496122 0x1; 1 rTX 0
2016-06-21_10:02:02 1466496122 0x1; 1 rTX 1
2016-06-21_10:02:02 1466496122 0x1; 1 rTX 2
2016-06-21_10:02:02 1466496122 0x1; 1 rTX 3
2016-06-21_10:02:02 1466496122 0x1; 1 rTX 4
2016-06-21_10:02:02 1466496122 0x1; 1 rTX 5
2016-06-21_10:02:02 1466496122 0x1; 1 rTX 6
2016-06-21_10:02:03 1466496123 0x1; 1 rTX 7
2016-06-21_10:02:04 1466496124 0x1; 1 rTX 8
2016-06-21_10:02:07 1466496127 0x1; 1 rTX 9
2016-06-21_10:02:13 1466496133 0x1; 1 rTX 10
2016-06-21_10:02:26 1466496146 0x1; 1 rTXERR
2016-06-21_10:06:23 1466496383 0x1; 208 rTX 0
2016-06-21_10:06:23 1466496383 0x1; 208 rTX 1
2016-06-21_10:06:23 1466496383 0x1; 208 rTX 2
2016-06-21_10:06:23 1466496383 0x1; 208 rTX 3
2016-06-21_10:06:23 1466496383 0x1; 208 rTX 4
2016-06-21_10:06:23 1466496383 0x1; 208 rTX 5
2016-06-21_10:06:24 1466496384 0x1; 208 rTX 6
2016-06-21_10:06:24 1466496384 0x1; 208 rTX 7
2016-06-21_10:06:26 1466496386 0x1; 208 rTX 8
2016-06-21_10:06:28 1466496388 0x1; 208 rTX 9
2016-06-21_10:06:35 1466496395 0x1; 208 rTX 10
2016-06-21_10:06:45 1466496405 0x1; 208 rTXERR
2016-06-21_10:10:23 1466496623 0x1; 210 rTX 0
2016-06-21_10:10:23 1466496623 0x1; 210 rTX 1
2016-06-21_10:12:23 1466496743 0x1; 211 rTX 0
2016-06-21_10:12:23 1466496743 0x1; 211 rTX 1
2016-06-21_10:12:23 1466496743 0x1; 211 rTX 2
2016-06-21_10:12:23 1466496743 0x1; 211 rTX 3
2016-06-21_10:12:23 1466496743 0x1; 211 rTX 4
2016-06-21_10:12:23 1466496743 0x1; 211 rTX 5
2016-06-21_10:14:24 1466496864 0x2; 212 rTX 0
2016-06-21_10:16:23 1466496983 0x1; 213 rTX 0
2016-06-21_10:16:23 1466496983 0x1; 213 rTX 1
2016-06-21_10:16:23 1466496983 0x1; 213 rTX 2
2016-06-21_10:18:24 1466497104 0x2; 214 rTX 0
2016-06-21_10:26:23 1466497583 0x1; 218 rTX 0
2016-06-21_10:28:23 1466497703 0x1; 219 rTX 0
2016-06-21_10:28:23 1466497703 0x1; 219 rTX 1
2016-06-21_10:30:23 1466497823 0x1; 220 rTX 0
2016-06-21_10:32:27 1466497947 0x5; 222 rTX 0
2016-06-21_10:42:27 1466498547 0x5; 227 rTX 0
2016-06-21_10:42:27 1466498547 0x5; 227 rTX 1
2016-06-21_10:44:23 1466498663 0x1; 227 rTX 0
2016-06-21_10:52:27 1466499147 0x5; 232 rTX 0
2016-06-21_10:52:27 1466499147 0x5; 232 rTX 1
2016-06-21_10:52:27 1466499147 0x5; 232 rTX 2
2016-06-21_10:54:28 1466499268 0x6; 233 rTX 0
2016-06-21_10:54:28 1466499268 0x6; 233 rTX 1
2016-06-21_10:54:28 1466499268 0x6; 233 rTX 2
2016-06-21_10:54:28 1466499268 0x6; 233 rTX 3
2016-06-21_10:54:28 1466499268 0x6; 233 rTX 4
2016-06-21_10:54:28 1466499268 0x6; 233 rTX 5
2016-06-21_10:54:29 1466499269 0x6; 233 rTX 6
2016-06-21_10:54:29 1466499269 0x6; 233 rTX 7
